"id" "count" "brand" "price.max" "price.min" "urls" "colors" "name" "Onlinemerchant" "price.avg_USD" "weight_KG" "date_trend"
"839" "AVpgWO5ELJeJML43MsEY" 1 "Others" 127.02 127.02 "https://images-na.ssl-images-amazon.com/images/I/31vIZTINMsL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/21ofO76RrjL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31J7AgPZ5lL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31x7dcv1enL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31XG%2BC25GiL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31x26BAKM1L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31vIZTINMsL._SY300_QL70_.jpg" "White" "Valanty Beautiful Satin Stiletto Heel Peep Toe With Imitation Pearl / Flower Wedding Shoes (more Colors)" "Amazon.ca" 127 0.499 31.0000000000018
"840" "AVpgWOh3ilAPnD_xrNzq" 1 "Others" 92.1114 92.1114 "https://images-na.ssl-images-amazon.com/images/I/41--jlNhsYL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Atso1ZwfL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Atso1ZwfL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/51WRzDMixpL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41TQAwzmMIL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41--jlNhsYL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/31NtNnClWJL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51WRzDMixpL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Atso1ZwfL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41TQAwzmMIL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Atso1ZwfL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31NtNnClWJL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg" "Red" "Yu&yu Women's Shoes Round Toe Wedge Heel Fashion Sneakers With Lace-up Shoes More Colors Available" "Amazon.ca" 92 0.499 37.0000000000018
"841" "AVpgWPaAilAPnD_xrOB5" 1 "Others" 134.5098 134.5098 "http://ecx.images-amazon.com/images/I/31X0ZfnbrJL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/31X0ZfnbrJL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31SXOws8vnL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31EOQWwkSCL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31X0ZfnbrJL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31EOQWwkSCL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31X0ZfnbrJL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41PHdYKFdEL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31SXOws8vnL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41PHdYKFdEL._SS40_.jpg" "Blue" "Yu&yu Women's Shoes Leather Flat Heel Pointed Toe Flats Party More Colors Available" "Amazon.ca" 135 0.499 37.0000000000018
"842" "AVpgWwBa1cnluZ0-0WrU" 2 "Others" 38.6754 38.6754 "http://ecx.images-amazon.com/images/I/41B%2BYmlacCL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31f9AYw6gFL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uB-v5RiBL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41B%2BYmlacCL._SS40_.jpg, http://ecx.images-amazon.com/images/I/4142gLmFnHL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31U9mktQUQL._SS40_.jpg" "Other" "Eve Faux Suede Stiletto High Heel Electric Blue Court Shoes Size 6" "ShuWish UK - Ships from UK in 5 - 10 Days" 39 0.699 37.0000000000018
"843" "AVpgXJ2-LJeJML43M4kb" 1 "Others" 71.6349 71.6349 "http://ecx.images-amazon.com/images/I/31ymgNHQczL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41LoWR25t9L._SS40_.jpg, http://ecx.images-amazon.com/images/I/314%2BfarsYPL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41N9IJq%2B0mL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31ymgNHQczL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31ymgNHQczL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41LoWR25t9L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41t4VoUN0zL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/314%2BfarsYPL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31ymgNHQczL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41t4VoUN0zL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41N9IJq%2B0mL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg" "Blue" "Yu&yu Women's Shoes Round Toe Flat Heel Calf Hair Loafers Shoes More Colors Available" "Amazon.ca" 72 0.499 37.0000000000018
"844" "AVpgxlcgilAPnD_xxKGs" 1 "Others" 67.8608 67.8608 "http://ecx.images-amazon.com/images/I/41O4D1b3X8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41LtUseEK4L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41LtUseEK4L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41rWO32ctGL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41O4D1b3X8L._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41rWO32ctGL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41O4D1b3X8L._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41OzKw41VWL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41O4D1b3X8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41OzKw41VWL._SS40_.jpg" "Brown" "Yu&yu Women's Shoes Round Toe Flat Heel Oxfords Shoes More Colors Available" "Amazon.ca" 68 0.499 37.0000000000018
"845" "AVpgYbGf1cnluZ0-0tfJ" 3 "BEARPAW" 69.66 69.66 "https://i5.walmartimages.com/asr/9a8e9e3d-b750-4374-93cc-2e5c8ed2bc75_1.87e64f879c8c3fe8f5848d54ae5cee90.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF, http://ll-us-i5.wal.co/dfw/dce07b8c-f277/k2-_79a5e5f9-e087-4ff3-a9be-ca912a31f8bf.v2.jpg-431dcadbc0c0c3c32bf43d80bdfeb180973e78d3-optim-450x450.jpg" "Black" "Bearpaw Womens Bianca Short Ii 8-inch Suede Sheepskin Boot Shoe" "Virtual Exchanges Inc - Walmart.com" 70 0.9 23.0000000000009
"846" "AVpgYqEPLJeJML43NNCV" 1 "Others" 56.99 56.99 "http://i5.walmartimages.com/dfw/dce07b8c-14dc/k2-_b1a68358-b1b5-455f-9f87-9a1d755abaf2.v1.jpg" "Black" "Brinley Co. Womens Cold Weather Faux Fur Boots" "" 57 1.35 36
"847" "AVpgyUAELJeJML43SxLW" 2 "Others" 43.7854 43.7854 "http://ecx.images-amazon.com/images/I/418MShIw0SL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/418MShIw0SL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41N9PuqBIjL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41eRYPD2ZPL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41BcMooeNPL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uLLOe5jNL._SS40_.jpg" "Other" "Marley Pu Leather Block High Heel Black Shoe Boots Size 6" "ShuWish UK - Ships from UK in 5 - 10 Days" 44 0.699 34.0000000000018
"848" "AVpgYxkhilAPnD_xrwVG" 1 "Others" 79.2342 79.2342 "http://ecx.images-amazon.com/images/I/31yuHUPdSxL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31PHcesLqEL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31yuHUPdSxL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/21vQfZ1fPyL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31n7YjHuMCL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/21djA2xsABL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31yuHUPdSxL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31PHcesLqEL._SS40_.jpg, http://ecx.images-amazon.com/images/I/21CBm6dxi7L._SS40_.jpg, http://ecx.images-amazon.com/images/I/21djA2xsABL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31yuHUPdSxL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31n7YjHuMCL._SS40_.jpg, http://ecx.images-amazon.com/images/I/21vQfZ1fPyL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/21CBm6dxi7L._SS40_.jpg" "Brown" "Yu&yu D'orsay & Two-piece Flat Heel Satin Flats Wedding Women's Shoes" "Amazon.ca" 79 0.499 37.0000000000018
"849" "AVpgZAED1cnluZ0-01Id" 1 "Others" 196.889 196.889 "http://ecx.images-amazon.com/images/I/41LHbn6%2BkyL._SX395_QL70_.jpg, http://ecx.images-amazon.com/images/I/41LHbn6%2BkyL._US40_.jpg, http://ecx.images-amazon.com/images/I/51iswNSOwKL._US40_.jpg, http://ecx.images-amazon.com/images/I/519yh0pD7bL._US40_.jpg, http://ecx.images-amazon.com/images/I/41Lg-hQtR0L._US40_.jpg, http://ecx.images-amazon.com/images/I/41gunfdTAqL._US40_.jpg, http://ecx.images-amazon.com/images/I/41%2BahUstqtL._US40_.jpg, http://ecx.images-amazon.com/images/I/41ngRs8dq5L._US40_.jpg" "Other" "Salomon Synapse Hiking Shoes Ladies Turquoise Size 37 1/3 2014" "SELECT ELITE" 197 0.78 33
"850" "AVpgZAPbLJeJML43NRnT" 2 "ALFANI" 38.995 38.995 "http://i5.walmartimages.com/dfw/dce07b8c-d010/k2-_bc804e69-ead2-424e-966b-e44788599163.v1.jpg" "Other" "Alfani Cammi Women Us 8.5 Gold Peep Toe Wedge Heel" "Apparel Save - Walmart.com" 39 0.45 34.0000000000018
"851" "AVpgZrrCLJeJML43Nabg" 1 "Others" 64.7948 64.7948 "https://images-na.ssl-images-amazon.com/images/I/41hbt4IxRlL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41hbt4IxRlL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31CfDzXLn7L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31CfDzXLn7L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41hbt4IxRlL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41MxvkBX0%2BL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41hbt4IxRlL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41MxvkBX0%2BL._SS40_.jpg" "Black" "Yu&yu Women's Shoes Round Toe Flat Heel Flats Shoes More Colors Available" "Amazon.ca" 65 0.499 37.0000000000018
"852" "AVpgzwLPilAPnD_xxi6L" 1 "Others" 77.7742 77.7742 "https://images-na.ssl-images-amazon.com/images/I/31F-IW2IbgL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31F-IW2IbgL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41cJDNa%2BxBL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41n5p3yMkOL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41cJDNa%2BxBL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41n5p3yMkOL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31F-IW2IbgL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/31F-IW2IbgL._SS40_.jpg" "Black" "Yu&yu Women's Shoes Round Toe Low Heel Oxfords Shoes More Colors Available" "Amazon.ca" 78 0.499 37.0000000000018
"853" "AVph_O2x1cnluZ0-Ik2N" 2 "FITFLOP" 66.495 66.495 "http://i5.walmartimages.com/dfw/dce07b8c-eaaa/k2-_6a41d3bd-6092-49b7-a569-1527ca545acf.v1.jpg" "Other" "Fitflop Womens Astrid Thong Open Toe Slide Sandal Shoe, Copper, Us 9" "Virtual Exchanges Inc - Walmart.com" 66 0.9 34.0000000000018
"854" "AVph04OALJeJML43fQUb" 1 "Others" 49.64 49.64 "https://images-na.ssl-images-amazon.com/images/I/51Rpy3fSyTL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/51Rpy3fSyTL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/510H8sn21dL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51VULPBEPyL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/514G8Wclm4L._SS40_.jpg" "Other" "Sneed- Women's Dance Shoes Latin Satin Chunky Heel Black , Black-us8.5 / Eu39 / Uk6.5 / Cn40 , Black-us8.5 / Eu39 / Uk6.5 / Cn40" "YuTin Jia" 50 0.599 28.0000000000018
"855" "AVph1RSMLJeJML43fU00" 1 "Others" 71.6349 71.6349 "http://ecx.images-amazon.com/images/I/41vH%2BIlxrYL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51ukAPc-QzL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41vH%2BIlxrYL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Z%2BjMt0veL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/51oZlZ-h5yL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51ukAPc-QzL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Z%2BjMt0veL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Z%2BjMt0veL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51oZlZ-h5yL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Z%2BjMt0veL._SS40_.jpg" "Black" "Yu&yu Women's Shoes Pointed Toe Low Heel Loafers Shoes More Colors Available" "Amazon.ca" 72 0.499 37.0000000000018
"856" "AVph7NwFLJeJML43gXN1" 1 "Others" 81.8695 81.8695 "https://images-na.ssl-images-amazon.com/images/I/51FvaQptj1L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41AYeQHG81L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31OE9zkFVkL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31K3WD1eK7L._SS40_.jpg, http://ecx.images-amazon.com/images/I/31VtXzhS%2B1L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41AYeQHG81L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31K3WD1eK7L._SS40_.jpg, http://ecx.images-amazon.com/images/I/51FvaQptj1L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31VtXzhS%2B1L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41g4ooQQrWL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31OE9zkFVkL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41g4ooQQrWL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31OE9zkFVkL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31OE9zkFVkL._SS40_.jpg" "White" "Yu&yu Women's Shoes Wedge Heel Round Toe Platform Pumps Dress Shoes More Colors Available" "Amazon.ca" 82 0.499 37.0000000000018
"857" "AVph8tO4LJeJML43gnN_" 1 "Others" 77.7742 77.7742 "https://images-na.ssl-images-amazon.com/images/I/31r8ydZ5uQL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/31r8ydZ5uQL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31ahqRZBvnL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31DJiw%2BE4SL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31r8ydZ5uQL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41DbuCGYadL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31r8ydZ5uQL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31pAV96s7XL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31pAV96s7XL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/314kpzMpRtL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41DbuCGYadL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31DJiw%2BE4SL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31ahqRZBvnL._SS40_.jpg, http://ecx.images-amazon.com/images/I/314kpzMpRtL._SS40_.jpg" "White" "Yu&yu Women's Shoes Round Toe Flat Heel Loafers Shoes More Colors Available" "Amazon.ca" 78 0.499 37.0000000000018
"858" "AVphaOEaLJeJML43akcS" 4 "2 LIPS TOO" 62.993175 62.993175 "https://i5.walmartimages.com/asr/f45d0995-ccbb-4098-a01e-a7c3d6215519_1.64703cca137edf6b2f515b867628bcc2.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF, http://ecx.images-amazon.com/images/I/41qcyZz8QPL._SY300_.jpg, http://ecx.images-amazon.com/images/I/41qcyZz8QPL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31wnlwjxUWL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41CNVG%2Bg6gL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41GLW9jpCuL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41AkGEfM6OL._SS40_.jpg" "Other" "2 Lips Too Too Jayden Women  Round Toe Synthetic Gray Over The Knee Boot" "ShoeMetro CA" 63 0.905 40.0000000000018
"859" "AVphASdA1cnluZ0-9FI8" 1 "Others" 98.2507 98.2507 "https://images-na.ssl-images-amazon.com/images/I/41Hy4eYZT9L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41c-9gQH92L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ySxdclpxL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41fvGJlYl5L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41Hy4eYZT9L._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41oCw-6wDdL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41c-9gQH92L._SS40_.jpg, http://ecx.images-amazon.com/images/I/31Kl1vwRuTL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31Kl1vwRuTL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41fvGJlYl5L._SS40_.jpg, http://ecx.images-amazon.com/images/I/41ySxdclpxL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41oCw-6wDdL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41Hy4eYZT9L._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/41Hy4eYZT9L._SS40_.jpg" "Green" "Yu&yu Women's Shoes Round Toe Comfort Low Heel Canvas Loafers Shoes More Colors Available" "Amazon.ca" 98 0.499 37.0000000000018
"860" "AVphBjkO1cnluZ0-9Vkh" 2 "SAUCONY" 104.975 104.975 "http://ecx.images-amazon.com/images/I/41xBr5f8YmL._US40_.jpg, http://ecx.images-amazon.com/images/I/41LK8nDsU-L._US40_.jpg, http://ecx.images-amazon.com/images/I/51QcaOVg4FL._US40_.jpg, http://ecx.images-amazon.com/images/I/5180oaKRHgL._US40_.jpg, http://ecx.images-amazon.com/images/I/41hFIkJX7aL._US40_.jpg, http://ecx.images-amazon.com/images/I/51AVtoJJPML._US40_.jpg, http://ecx.images-amazon.com/images/I/51ag11Zj4LL._US40_.jpg, http://ecx.images-amazon.com/images/I/51ag11Zj4LL._SX395_QL70_.jpg, http://ecx.images-amazon.com/images/I/51nDFClTD-L._US40_.jpg, http://ecx.images-amazon.com/images/I/519N9Zr8JJL._SX395_.jpg, http://ecx.images-amazon.com/images/I/41%2Bu8z2QUhL._US40_.jpg, http://ecx.images-amazon.com/images/I/51DPE7j16gL._US40_.jpg, http://ecx.images-amazon.com/images/I/519N9Zr8JJL._US40_.jpg, http://ecx.images-amazon.com/images/I/51okGoLYQqL._US40_.jpg, http://ecx.images-amazon.com/images/I/414uceUnzlL._US40_.jpg, http://ecx.images-amazon.com/images/I/41gq%2BPYtnqL._US40_.jpg" "Green" "Saucony Women's Peregrine 5 Trail Running Shoe" "" 105 0.907 41.0000000000009
"861" "AVphCApELJeJML43V2if" 5 "DEXTER" 41.362 38.772 "http://ecx.images-amazon.com/images/I/310BCp1ESML._SS40_.jpg, http://ecx.images-amazon.com/images/I/41UD2OP2lIL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41m1J73d8tL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41rvhALeNFL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31grf-%2BeetL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41m1J73d8tL._SX300_QL70_.jpg, http://ecx.images-amazon.com/images/I/31l2Em2M0aL._SS40_.jpg, http://ecx.images-amazon.com/images/I/419Q1tMoMPL._SS40_.jpg" "Other" "Dexter Women's Raquel Iv Bowling Shoes" "" 40 0.366 44.0000000000009
"862" "AVphcnXF1cnluZ0-Clnq" 1 "Others" 64.24 64.24 "https://images-na.ssl-images-amazon.com/images/I/41ZZ5v0EigL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/41ZZ5v0EigL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41CL7vfQN0L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41OaDrLkIqL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41xiRY1mhTL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/412juyxJ3aL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41BM9ntvW%2BL._SS40_.jpg" "Other" "Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia , Pink-us7.5 / Eu38 / Uk5.5 / Cn38 , Pink-us7.5 / Eu38 / Uk5.5 / Cn38" "YuTin Jia" 64 0.599 28.0000000000018
"863" "AVphCU0IilAPnD_x0brV" 2 "ME TOO" 57.49 57.49 "http://i5.walmartimages.com/dfw/dce07b8c-eabb/k2-_b475266c-d17a-4b75-ae69-72985013ee7b.v3.jpg" "Other" "Me Too Womens Legend Leather Ballet Flat Shoe, Navy Goat, Us 6.5" "Virtual Exchanges Inc - Walmart.com" 57 0.9 34.0000000000018
"864" "AVphcvsk1cnluZ0-CnLr" 1 "Others" 56.5458 56.5458 "http://ecx.images-amazon.com/images/I/31nxWr2cmNL._SY300_QL70_.jpg, https://images-na.ssl-images-amazon.com/images/I/51sRCDw4xHL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51sRCDw4xHL._SS40_.jpg, http://ecx.images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31nxWr2cmNL._SY300_QL70_.jpg, http://ecx.images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51nFYZH89eL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51f8--P15hL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51rs2hwdtgL._SS40_.jpg, http://ecx.images-amazon.com/images/I/31nxWr2cmNL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/31nxWr2cmNL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51vcN1qIRdL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51f8--P15hL._SS40_.jpg, http://ecx.images-amazon.com/images/I/51vcN1qIRdL._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/41uRKlmrK8L._SS40_.jpg, https://images-na.ssl-images-amazon.com/images/I/51rs2hwdtgL._SS40_.jpg" "Black" "Yu&yu Women's Shoes Round Toe Chunky Heel Oxfords Shoes More Colors Available" "Amazon.ca" 57 0.499 37.0000000000018
